Categoría,Subcategoria,APLICA EN LAS METAS ACTUALES,Fecha,Manifiesto,Nombre de Residuo,Peso Disposición Final (kg) ,Canal o Mecanismo de recolección,Tipo de Gestión (proceso),certificado ,Gestor ,Centro de acopio,Razón social del generador,Nit,Responsable del envío,Correo ,Dirección,Departamento,Ciudad,Latitud,Longitud,utm_x,utm_y,utm_zona
1. Aparatos electrodomésticos,1.7 Enseres menores personales,SI,2024-10-27,9520,"APARATOS PARA CORTAR EL PELO, PARA SECAR EL PELO, PARA CEPILLARSE LOS DIENTES, MAQUINAS PARA AFEITAR, APARATOS DE MASAJE Y OTROS CUIDADOS CORPORALES",359.05,Gestionado por Reconecta,Aprovechamiento,REP - 15 - 9316,Eco Industria SAS,Parque Industrial San Jorge,ASTRAZENECA,800149695-1,JENNY PRIETO,gestionambiental@cruzverde.com.co,KR 7 71 21,"BOGOTA, D. C.","BOGOTA, D. C.",4.654407,-74.055785,604728.02,514533.2,18N
3. Maquinaria y Equipo Eléctrico,3.12 Refrigeración y equipos de acondicionamiento de aire industriales,SI,2024-09-20,9565,MÁQUINAS DISPENSADORAS DE BEBIDAS CALIENTES,14.2,Gestionado por Reconecta,Aprovechamiento,REP - 15 - 9316,Eco Industria SAS,Parque Industrial San Jorge,AUDIFARMA BARRIOS UNIDOS,860007386,ANA LUCIA GOMEZ,enlacesambientales@gmail.com,AK 30 63A 51,"BOGOTA, D. C.","BOGOTA, D. C.",4.653447,-74.078581,602199.51,514423.73,18N
2. Electrónica y Equipos de Telecomunicación,2.7 Equipos de instrumentación y control,SI,2024-01-01,10009,OTROS INSTRUMENTOS DE VIGILANCIA Y CONTROL UTILIZADOS EN INSTALACIONES INDUSTRIALES,1.0,Centro de Acopio,Aprovechamiento,REP - 15 - 9316,Eco Industria SAS,Parque Industrial San Jorge,AUDIFARMA CAF LAS FLORES,860010451-1,DANIELA PEÑA,ambiental@casalimpia.com.co,KR 11 67 32,"BOGOTA, D. C.","BOGOTA, D. C.",4.653185,-74.061126,604135.75,514397.31,18N
2. Electrónica y Equipos de Telecomunicación,2.8 Equipos de telecomunicaciones,SI,2024-04-23,11017,"TELÉFONOS; PÚBLICOS, INALÁMBRICOS Y MÓVILES",0.8,Gestionado por Reconecta,Aprovechamiento,REP - 15 - 9316,Eco Industria SAS,Parque Industrial San Jorge,AUDIFARMA CAF LOS PINOS,860007386,ANA LUCIA GOMEZ,enlacesambientales@gmail.com,AK 45 118 59,"BOGOTA, D. C.","BOGOTA, D. C.",4.700808,-74.055333,604771.26,519663.0,18N
2. Electrónica y Equipos de Telecomunicación,2.4 Computadores y equipos para tratamiento de datos,SI,2024-07-26,11450,COMPUTADORES TODO EN UNO,357.04,Centro de Acopio,Aprovechamiento,REP-86-9030,Eco Industria SAS,Parque Industrial San Jorge,AUDIFARMA CAF PLAZA DE LAS AMÉRICAS,900836968-7,LEONARDO BENAVIDES,test@signify.com,KR 67 4G 31,"BOGOTA, D. C.","BOGOTA, D. C.",4.627424,-74.121893,597398.73,511540.76,18N
3. Maquinaria y Equipo Eléctrico,3.11 Pilas y acumuladores,SI,2024-03-26,10323,BATERIAS DE LITIO,1205.3,Gestionado por Reconecta,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,AUDIFARMA CENTRO EMPRESARIAL,860518583-7,MARIA PAULA,ambiental@ccmetropolis.com.co,CL 100 19 61,"BOGOTA, D. C.","BOGOTA, D. C.",4.685759,-74.052808,605053.58,517999.68,18N
2. Electrónica y Equipos de Telecomunicación,2.4 Computadores y equipos para tratamiento de datos,SI,2024-12-31,9576,SERVIDORES,37.09,Centro de Acopio,Aprovechamiento,REP - 30 - 9339,Eco Industria SAS,Parque Industrial San Jorge,AUDIFARMA CHAPINERO,900836968-7,LEONARDO BENAVIDES,test@signify.com,TV 14 49 04 S,"BOGOTA, D. C.","BOGOTA, D. C.",4.568454,-74.125629,596992.28,505021.11,18N
1. Aparatos electrodomésticos,1.5 Enseres menores de cocina,SI,2024-11-21,9335,"MOLINOS, CAFETERAS Y APARATOS PARA ABRIR O PRECINTAR ENVASES O PAQUETES",1350.0,Centro de Acopio,Aprovechamiento,REP - 29 - 9315,Eco Industria SAS,Parque Industrial San Jorge,AUDIFARMA CORFERIAS,900836968-7,LEONARDO BENAVIDES,test@signify.com,KR 37 22 70,"BOGOTA, D. C.","BOGOTA, D. C.",4.627403,-74.091872,600728.91,511542.62,18N
1. Aparatos electrodomésticos,1.6 Enseres menores del hogar,SI,2024-12-29,9656,OTROS APARATOS DE LIMPIEZA QUE NO SEAN ASPIRADORAS O LIMPIA MOQUETAS,29.5,Centro de Acopio,Aprovechamiento,REP-86-9030,Eco Industria SAS,Parque Industrial San Jorge,AUDIFARMA EL SALITRE EL GRECO,860007386,ANA LUCIA GOMEZ,enlacesambientales@gmail.com,AC 26 66A 48,"BOGOTA, D. C.","BOGOTA, D. C.",4.652429,-74.101956,599606.8,514307.85,18N
1. Aparatos electrodomésticos,1.6 Enseres menores del hogar,SI,2024-11-08,9846,VENTILADORES ELECTRICOS,9.5,Gestionado por Reconecta,Aprovechamiento,REP-86-9030,Eco Industria SAS,Parque Industrial San Jorge,AUDIFARMA EL SOCIEGO,800087297-6,LUZ STELLA CELIS,co.recepcionfacturase@la.spectrumbrands.com,CL 19 S 10 73,"BOGOTA, D. C.","BOGOTA, D. C.",4.577031,-74.094872,600403.18,505973.53,18N
2. Electrónica y Equipos de Telecomunicación,2.6 Equipos de electrónica de potencia,SI,2024-08-05,11784,UPS O FUENTES DE PODER,28.0,Centro de Acopio,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,AUDIFARMA MANDALAY KENNEDY,830143447-3,Ana Maria Suarez,test@portal80.com.co,TV 78 # 41C-48,"BOGOTA, D. C.","BOGOTA, D. C.",4.615714,-74.16106,593055.58,510240.98,18N
1. Aparatos electrodomésticos,1.2 Enseres de audio y video,SI,2024-07-15,9099,VIDEOCAMARAS,32.0,Centro de Acopio,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,AUDIFARMA OLAYA,800149695-1,JENNY PRIETO,gestionambiental@cruzverde.com.co,CL 27 S 22 37,"BOGOTA, D. C.","BOGOTA, D. C.",4.583246,-74.10919,598813.95,506658.61,18N
1. Aparatos electrodomésticos,1.5 Enseres menores de cocina,SI,2024-02-13,10604,"MOLINOS, CAFETERAS Y APARATOS PARA ABRIR O PRECINTAR ENVASES O PAQUETES",211.0,Centro de Acopio,Aprovechamiento,REP - 30 - 9339,Eco Industria SAS,Parque Industrial San Jorge,AUDIFARMA PALENQUE,900836968-7,LEONARDO BENAVIDES,test@signify.com,CL 40 S 77A 72,"BOGOTA, D. C.","BOGOTA, D. C.",4.618805,-74.153006,593948.59,510583.74,18N
1. Aparatos electrodomésticos,1.6 Enseres menores del hogar,SI,2024-06-06,10956,OTROS APARATOS DE LIMPIEZA QUE NO SEAN ASPIRADORAS O LIMPIA MOQUETAS,4.0,Centro de Acopio,Aprovechamiento,REP - 15 - 9316,Eco Industria SAS,Parque Industrial San Jorge,AUDIFARMA PASADENA MAC,860010451-1,DANIELA PEÑA,ambiental@casalimpia.com.co,AC 100 49 45,"BOGOTA, D. C.","BOGOTA, D. C.",4.687774,-74.061672,604070.09,518221.12,18N
2. Electrónica y Equipos de Telecomunicación,"2.10 Periféricos, partes y tarjetas para computadores e impresoras",SI,2024-01-28,11481,TONER DE IMPRESORA SUELTO,1.2,Centro de Acopio,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,AUDIFARMA POLICLINICO,830142201-4,LUZ DARY LEGUIZAMON,test@mts.com.co,KR 20 22 00 S,"BOGOTA, D. C.","BOGOTA, D. C.",4.583548,-74.104683,599313.89,506692.62,18N
1. Aparatos electrodomésticos,1.2 Enseres de audio y video,SI,2024-11-30,10914,"OTROS PRODUCTOS O APARATOS UTILIZADOS PARA REGISTRAR O REPRODUCIR SONIDO O IMAGENES, INCLUIDAS LAS SEÑALES Y TECNOLOGIAS DE DISTRIBUCION DEL SONIDO E IMAGEN DE LA COMUNICACION",639.0,Centro de Acopio,Aprovechamiento,REP - 30 - 9339,Eco Industria SAS,Parque Industrial San Jorge,AUDIFARMA SAN LUCAS,800087297-6,LUZ STELLA CELIS,co.recepcionfacturase@la.spectrumbrands.com,TV 78H 42A 29 S,"BOGOTA, D. C.","BOGOTA, D. C.",4.615789,-74.161116,593049.36,510249.26,18N
2. Electrónica y Equipos de Telecomunicación,2.8 Equipos de telecomunicaciones,SI,2024-10-22,11439,CELULARES,3.13,Centro de Acopio,Aprovechamiento,REP - 30 - 9339,Eco Industria SAS,Parque Industrial San Jorge,AUDIFARMA SEDE PRINCIPAL ADMINISTRATIVA,860518583-7,MARIA PAULA,ambiental@ccmetropolis.com.co,AC 12 79A 25,"BOGOTA, D. C.","BOGOTA, D. C.",4.649181,-74.136827,595739.21,513943.96,18N
1. Aparatos electrodomésticos,1.1 Cocinas y hornos,SI,2024-09-12,10265,HORNOS ELECTRICOS,35.0,Centro de Acopio,Aprovechamiento,REP - 29 - 9315,Eco Industria SAS,Parque Industrial San Jorge,AUDIFARMA TEUSAQUILLO,830142201-4,LUZ DARY LEGUIZAMON,test@mts.com.co,KR 7 40B 45,"BOGOTA, D. C.","BOGOTA, D. C.",4.627877,-74.065428,603662.24,511598.83,18N
2. Electrónica y Equipos de Telecomunicación,"2.10 Periféricos, partes y tarjetas para computadores e impresoras",SI,2024-11-05,10056,"PERIFERICOS (MOUSE, TECLADO, AUDIFONOS, CAMARAS Y OTROS)",1.6,Gestionado por Reconecta,Aprovechamiento,REP - 15 - 9316,Eco Industria SAS,Parque Industrial San Jorge,AULA AMBIENTAL MIRADOR JUAN REY,800087297-6,LUZ STELLA CELIS,co.recepcionfacturase@la.spectrumbrands.com,KR 11C ESTE 72 01 SUR,"BOGOTA, D. C.","BOGOTA, D. C.",4.52002,-74.09505,600391.33,499670.9,18N
1. Aparatos electrodomésticos,1.2 Enseres de audio y video,SI,2024-10-14,9019,VIDEOCAMARAS,2.0,Centro de Acopio,Aprovechamiento,REP - 30 - 9339,Eco Industria SAS,Parque Industrial San Jorge,AULA AMBIENTAL SORATAMA,800087297-6,LUZ STELLA CELIS,co.recepcionfacturase@la.spectrumbrands.com,KR 2 E 166A 07,"BOGOTA, D. C.","BOGOTA, D. C.",4.741699,-74.015477,609185.65,524189.76,18N
2. Electrónica y Equipos de Telecomunicación,2.4 Computadores y equipos para tratamiento de datos,SI,2024-03-14,9208,DM - IMPRESORAS Y SCANNER,30.3,Gestionado por Reconecta,Aprovechamiento,REP - 15 - 9316,Eco Industria SAS,Parque Industrial San Jorge,Aura Marina López Chamorro,860007386,ANA LUCIA GOMEZ,enlacesambientales@gmail.com,KR 12C 19 11 Sur,"BOGOTA, D. C.","BOGOTA, D. C.",4.580095729,-74.098489548,600001.44,506311.83,18N
1. Aparatos electrodomésticos,1.5 Enseres menores de cocina,SI,2024-10-14,11956,OTROS GRANDES APARATOS UTILIZADOS PARA COCINAR Y EN OTROS PROCESOS DE TRANSFORMACION DE LOS ALIMENTOS,827.0,Centro de Acopio,Aprovechamiento,REP - 29 - 9315,Eco Industria SAS,Parque Industrial San Jorge,Automundial S.A,830143447-3,Ana Maria Suarez,test@portal80.com.co,CL 13 47 67,"BOGOTA, D. C.","BOGOTA, D. C.",4.625958,-74.105377,599231.02,511380.98,18N
2. Electrónica y Equipos de Telecomunicación,"2.10 Periféricos, partes y tarjetas para computadores e impresoras",SI,2024-12-09,11383,"PERIFERICOS (MOUSE, TECLADO, AUDIFONOS, CAMARAS Y OTROS)",32.25,Gestionado por Reconecta,Aprovechamiento,REP - 30 - 9339,Eco Industria SAS,Parque Industrial San Jorge,AVENIDA CHILE PH,860007386,ANA LUCIA GOMEZ,enlacesambientales@gmail.com,CL 73 10 83,"BOGOTA, D. C.","BOGOTA, D. C.",4.658116,-74.057845,604498.97,514942.93,18N
1. Aparatos electrodomésticos,1.5 Enseres menores de cocina,SI,2024-08-01,9306,"MOLINOS, CAFETERAS Y APARATOS PARA ABRIR O PRECINTAR ENVASES O PAQUETES",211.0,Centro de Acopio,Aprovechamiento,REP - 29 - 9315,Eco Industria SAS,Parque Industrial San Jorge,BANCO DE BOGOTA,830142201-4,LUZ DARY LEGUIZAMON,test@mts.com.co,CL 6D 4 42,"BOGOTA, D. C.","BOGOTA, D. C.",4.592719,-74.075327,602569.2,507710.62,18N
1. Aparatos electrodomésticos,1.2 Enseres de audio y video,SI,2024-05-05,11745,APARATOS DE GRABACION DE VIDEO,3.0,Centro de Acopio,Aprovechamiento,REP - 29 - 9315,Eco Industria SAS,Parque Industrial San Jorge,Barrio La Esmeralda,860007386,ANA LUCIA GOMEZ,enlacesambientales@gmail.com,CL 45 # 54 - 91,"BOGOTA, D. C.","BOGOTA, D. C.",4.6479,-74.0915,600767.27,513808.64,18N
1. Aparatos electrodomésticos,1.6 Enseres menores del hogar,SI,2024-02-19,9581,"RELOJES Y APARATOS DESTINADOS A MEDIR, INDICAR O REGISTRAR EL TIEMPO",21.46,Gestionado por Reconecta,Aprovechamiento,REP - 29 - 9315,Eco Industria SAS,Parque Industrial San Jorge,BASE AEREA DE CATAM,800087297-6,LUZ STELLA CELIS,co.recepcionfacturase@la.spectrumbrands.com,CL 22F 103 09,"BOGOTA, D. C.","BOGOTA, D. C.",4.678374,-74.141568,595209.39,517170.6,18N
1. Aparatos electrodomésticos,1.4 Enseres menores de calentamiento,SI,2024-03-13,10054,PLANCHAS Y OTROS APARATOS UTILIZADOS PARA PLANCHAR Y PARA DAR OTRO TIPO DE CUIDADOR A LA ROPA,79.0,Gestionado por Reconecta,Aprovechamiento,REP-86-9030,Eco Industria SAS,Parque Industrial San Jorge,BATALLÓN DE ASPE CACIQUE TIQUESUZA,860518583-7,MARIA PAULA,ambiental@ccmetropolis.com.co,CL 106 7 25,"BOGOTA, D. C.","BOGOTA, D. C.",4.685419,-74.036334,606880.94,517964.58,18N
3. Maquinaria y Equipo Eléctrico,3.2 Equipo industrial,SI,2024-02-12,11005,"HERRAMIENTAS PARA MOLDEAR, TORNEAR, PULIR, PUNZAR, PLEGAR, CORTAR Y SOLDAR",32.0,Gestionado por Reconecta,Aprovechamiento,REP - 29 - 9315,Eco Industria SAS,Parque Industrial San Jorge,BATALLÓN DE POLICÍA MILITAR No. 13,830142201-4,LUZ DARY LEGUIZAMON,test@mts.com.co,AK 50 18 06 S,"BOGOTA, D. C.","BOGOTA, D. C.",4.604615,-74.119977,597614.39,509019.48,18N
2. Electrónica y Equipos de Telecomunicación,2.4 Computadores y equipos para tratamiento de datos,SI,2024-10-11,10190,DISCO DURO,130.38,Centro de Acopio,Aprovechamiento,REP-86-9030,Eco Industria SAS,Parque Industrial San Jorge,BATALLON GUARDIA PRESIDENCIAL BIGUP,830143447-3,Ana Maria Suarez,test@portal80.com.co,KR 8 6 25,"BOGOTA, D. C.","BOGOTA, D. C.",4.591908,-74.080265,602021.52,507620.26,18N
1. Aparatos electrodomésticos,1.2 Enseres de audio y video,SI,2024-08-31,11792,"OTROS PRODUCTOS O APARATOS DE TRANSMISION DE SONIDO, IMAGENES U OTRA INFORMACION POR TELECOMUNICACION",25.09,Gestionado por Reconecta,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,BATALLÓN SANIDAD # 13,800149695-1,JENNY PRIETO,gestionambiental@cruzverde.com.co,AK 50 18 06 S,"BOGOTA, D. C.","BOGOTA, D. C.",4.604615,-74.119977,597614.39,509019.48,18N
3. Maquinaria y Equipo Eléctrico,3.2 Equipo industrial,SI,2024-08-15,9428,"HERRAMIENTAS PARA MOLDEAR, TORNEAR, PULIR, PUNZAR, PLEGAR, CORTAR Y SOLDAR",32.0,Gestionado por Reconecta,Aprovechamiento,REP - 30 - 9339,Eco Industria SAS,Parque Industrial San Jorge,BAYER S.A.,800087297-6,LUZ STELLA CELIS,co.recepcionfacturase@la.spectrumbrands.com,KR 60 10 76,"BOGOTA, D. C.","BOGOTA, D. C.",4.629413,-74.114468,598222.1,511761.67,18N
2. Electrónica y Equipos de Telecomunicación,"2.10 Periféricos, partes y tarjetas para computadores e impresoras",SI,2024-07-15,10450,Tonner De Impresora / Aprovechamiento,15.0,Gestionado por Reconecta,Aprovechamiento,REP - 29 - 9315,Eco Industria SAS,Parque Industrial San Jorge,BCN MEDICAL,900836968-7,LEONARDO BENAVIDES,test@signify.com,KR 65B 10 77,"BOGOTA, D. C.","BOGOTA, D. C.",4.63235,-74.118954,597724.07,512085.73,18N
2. Electrónica y Equipos de Telecomunicación,"2.10 Periféricos, partes y tarjetas para computadores e impresoras",SI,2024-11-17,11655,TONNER EN DESUSO,7.0,Gestionado por Reconecta,Aprovechamiento,REP - 30 - 9339,Eco Industria SAS,Parque Industrial San Jorge,BEST WESTERN PLUS 93 PARK HOTEL - STANZIA 93 SAS,800149695-1,JENNY PRIETO,gestionambiental@cruzverde.com.co,CL 93 13 71,"BOGOTA, D. C.","BOGOTA, D. C.",4.675938,-74.050648,605294.64,516914.27,18N
1. Aparatos electrodomésticos,1.1 Cocinas y hornos,SI,2024-03-27,11145,HORNOS DE MICROONDAS,9.0,Centro de Acopio,Aprovechamiento,REP - 15 - 9316,Eco Industria SAS,Parque Industrial San Jorge,BIBLIOTECA CENTRAL - UNIVERSIDAD NACIONAL,860007386,ANA LUCIA GOMEZ,enlacesambientales@gmail.com,AK 30 45 03,"BOGOTA, D. C.","BOGOTA, D. C.",4.634762,-74.079759,602071.53,512357.9,18N
2. Electrónica y Equipos de Telecomunicación,"2.10 Periféricos, partes y tarjetas para computadores e impresoras",SI,2024-06-03,11705,TONER DE IMPRESORA Y CARTUCHOS USADOS,10.0,Centro de Acopio,Aprovechamiento,REP - 29 - 9315,Eco Industria SAS,Parque Industrial San Jorge,BIBLIOTECA PÚBLICA ARBORIZADORA ALTA,860007386,ANA LUCIA GOMEZ,enlacesambientales@gmail.com,CL 75 S 34 05,"BOGOTA, D. C.","BOGOTA, D. C.",4.564345,-74.16668,592438.77,504561.46,18N
2. Electrónica y Equipos de Telecomunicación,2.4 Computadores y equipos para tratamiento de datos,SI,2024-02-06,11853,MONITORES,29.21,Gestionado por Reconecta,Aprovechamiento,REP - 30 - 9339,Eco Industria SAS,Parque Industrial San Jorge,BIBLIOTECA PÚBLICA BOSA,900836968-7,LEONARDO BENAVIDES,test@signify.com,KR 94 69A 08,"BOGOTA, D. C.","BOGOTA, D. C.",4.69606,-74.114456,598214.17,519129.53,18N
3. Maquinaria y Equipo Eléctrico,3.9 Otros aparatos y sistemas,SI,2024-10-19,10157,MAQUINA EXPENDEDORA AUTOMATICAS DE DINERO,166.0,Gestionado por Reconecta,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,BIBLIOTECA PÚBLICA DEL DEPORTE CAMPIN,860518583-7,MARIA PAULA,ambiental@ccmetropolis.com.co,KR 30 CL 57 LC 9,"BOGOTA, D. C.","BOGOTA, D. C.",4.64576,-74.0783,602231.79,513573.96,18N
1. Aparatos electrodomésticos,1.1 Cocinas y hornos,SI,2024-06-03,11608,HORNOS ELECTRICOS,630.0,Centro de Acopio,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,BIBLIOTECA PÚBLICA DE SUBA,830142201-4,LUZ DARY LEGUIZAMON,test@mts.com.co,KR 92 146C 24,"BOGOTA, D. C.","BOGOTA, D. C.",4.741229,-74.084899,601486.0,524127.25,18N
2. Electrónica y Equipos de Telecomunicación,2.4 Computadores y equipos para tratamiento de datos,SI,2024-07-26,10851,EQUIPOS DE COMPUTO DE MESA,92.78,Gestionado por Reconecta,Aprovechamiento,REP - 30 - 9339,Eco Industria SAS,Parque Industrial San Jorge,BIBLIOTECA PÚBLICA EL PARQUE,860007386,ANA LUCIA GOMEZ,enlacesambientales@gmail.com,AC 8 S 36 21,"BOGOTA, D. C.","BOGOTA, D. C.",4.602537,-74.111697,598533.18,508790.9,18N
1. Aparatos electrodomésticos,1.6 Enseres menores del hogar,SI,2024-11-18,10650,MAQUINAS DE COSER,101.5,Centro de Acopio,Aprovechamiento,REP - 29 - 9315,Eco Industria SAS,Parque Industrial San Jorge,BIBLIOTECA PÚBLICA EL TINTAL MANUEL ZAPATA OLIVELLA,860518583-7,MARIA PAULA,ambiental@ccmetropolis.com.co,AK 86 6C 09,"BOGOTA, D. C.","BOGOTA, D. C.",4.642992,-74.153955,593840.13,513257.47,18N
2. Electrónica y Equipos de Telecomunicación,"2.10 Periféricos, partes y tarjetas para computadores e impresoras",SI,2024-04-03,11291,TONER DE IMPRESORA SUELTOS,2.0,Gestionado por Reconecta,Aprovechamiento,REP - 29 - 9315,Eco Industria SAS,Parque Industrial San Jorge,BIBLIOTECA PÚBLICA GABRIEL GARCIA MARQUEZ TUNAL,860518583-7,MARIA PAULA,ambiental@ccmetropolis.com.co,CL 48C S 21 13,"BOGOTA, D. C.","BOGOTA, D. C.",4.572493,-74.129478,596564.75,505467.11,18N
3. Maquinaria y Equipo Eléctrico,3.4 Equipos de iluminación,SI,2024-06-04,11217,BOMBILLOS COMPACTOS - SIGNIFY,1.08,Centro de Acopio,Aprovechamiento,REP - 29 - 9315,Eco Industria SAS,Parque Industrial San Jorge,BIBLIOTECA PUBLICA JULIO MARIO SANTO DOMINGO,800087297-6,LUZ STELLA CELIS,co.recepcionfacturase@la.spectrumbrands.com,AC 170 67 51,"BOGOTA, D. C.","BOGOTA, D. C.",4.757984,-74.062835,603930.63,525982.82,18N
1. Aparatos electrodomésticos,1.6 Enseres menores del hogar,SI,2024-08-01,9645,ASPIRADORAS,471.83,Centro de Acopio,Aprovechamiento,REP - 15 - 9316,Eco Industria SAS,Parque Industrial San Jorge,BIBLIOTECA PÚBLICA LA GIRALDA,860007386,ANA LUCIA GOMEZ,enlacesambientales@gmail.com,KR 104B 22J 15,"BOGOTA, D. C.","BOGOTA, D. C.",4.681583,-74.141782,595185.22,517525.32,18N
1. Aparatos electrodomésticos,1.5 Enseres menores de cocina,SI,2024-03-14,11980,"MOLINOS, CAFETERAS Y APARATOS PARA ABRIR O PRECINTAR ENVASES O PAQUETES",356.4,Centro de Acopio,Aprovechamiento,REP - 30 - 9339,Eco Industria SAS,Parque Industrial San Jorge,BIBLIOTECA PÚBLICA LA PEÑA,800087297-6,LUZ STELLA CELIS,co.recepcionfacturase@la.spectrumbrands.com,KR 7 E 5 57,"BOGOTA, D. C.","BOGOTA, D. C.",4.587695,-74.066793,603516.64,507156.44,18N
1. Aparatos electrodomésticos,1.5 Enseres menores de cocina,SI,2024-11-13,9928,OTROS GRANDES APARATOS UTILIZADOS PARA COCINAR Y EN OTROS PROCESOS DE TRANSFORMACION DE LOS ALIMENTOS,67.8,Gestionado por Reconecta,Aprovechamiento,REP - 15 - 9316,Eco Industria SAS,Parque Industrial San Jorge,BIBLIOTECA PÚBLICA LAS FERIAS,860518583-7,MARIA PAULA,ambiental@ccmetropolis.com.co,KR 69J 73 02,"BOGOTA, D. C.","BOGOTA, D. C.",4.683511,-74.089418,600993.12,517745.78,18N
2. Electrónica y Equipos de Telecomunicación,2.4 Computadores y equipos para tratamiento de datos,SI,2024-11-25,11408,ORDENADORES PERSONALES O PORTATILES,34.5,Gestionado por Reconecta,Aprovechamiento,REP - 15 - 9316,Eco Industria SAS,Parque Industrial San Jorge,BIBLIOTECA PÚBLICA LA VICTORIA,860518583-7,MARIA PAULA,ambiental@ccmetropolis.com.co,CL 37BISB S 2 81 E,"BOGOTA, D. C.","BOGOTA, D. C.",4.554172,-74.094528,600444.52,503446.5,18N
1. Aparatos electrodomésticos,1.4 Enseres menores de calentamiento,SI,2024-06-04,10515,FREIDORAS,1232.43,Centro de Acopio,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,BIBLIOTECA PÚBLICA PERDOMO,800087297-6,LUZ STELLA CELIS,co.recepcionfacturase@la.spectrumbrands.com,DG 62G S 72B 51,"BOGOTA, D. C.","BOGOTA, D. C.",4.588015,-74.168219,592265.01,507177.95,18N
3. Maquinaria y Equipo Eléctrico,3.11 Pilas y acumuladores,SI,2024-06-19,9761,PILAS,3.0,Centro de Acopio,Aprovechamiento,REP-86-9030,Eco Industria SAS,Parque Industrial San Jorge,BIBLIOTECA PÚBLICA PUENTE ARANDA,900836968-7,LEONARDO BENAVIDES,test@signify.com,CL 4 31D 30,"BOGOTA, D. C.","BOGOTA, D. C.",4.605894,-74.103423,599450.57,509163.16,18N
1. Aparatos electrodomésticos,1.4 Enseres menores de calentamiento,SI,2024-06-08,10191,FREIDORAS,4.0,Gestionado por Reconecta,Aprovechamiento,REP-86-9030,Eco Industria SAS,Parque Industrial San Jorge,BIBLIOTECA PÚBLICA RAFAEL URIBE URIBE,830143447-3,Ana Maria Suarez,test@portal80.com.co,KR 13B 31G 40 S,"BOGOTA, D. C.","BOGOTA, D. C.",4.575243,-74.111686,598538.15,505773.54,18N
1. Aparatos electrodomésticos,1.6 Enseres menores del hogar,SI,2024-06-29,10465,ASPIRADORAS,4.0,Gestionado por Reconecta,Aprovechamiento,REP - 30 - 9339,Eco Industria SAS,Parque Industrial San Jorge,BIBLIOTECA PÚBLICA RESTREPO,860007386,ANA LUCIA GOMEZ,enlacesambientales@gmail.com,TV 21A 19 59 S,"BOGOTA, D. C.","BOGOTA, D. C.",4.584533,-74.10332,599464.96,506801.7,18N
1. Aparatos electrodomésticos,1.6 Enseres menores del hogar,SI,2024-08-12,11322,ASPIRADORAS,305.0,Centro de Acopio,Aprovechamiento,REP - 15 - 9316,Eco Industria SAS,Parque Industrial San Jorge,BIBLIOTECA PÚBLICA TIMIZA,860518583-7,MARIA PAULA,ambiental@ccmetropolis.com.co,KR 74 42G 52 S,"BOGOTA, D. C.","BOGOTA, D. C.",4.609959,-74.158509,593339.31,509605.1,18N
2. Electrónica y Equipos de Telecomunicación,2.4 Computadores y equipos para tratamiento de datos,SI,2024-12-11,9842,EQUIPOS DE COMPUTO DE MESA,54.18,Centro de Acopio,Aprovechamiento,REP-86-9030,Eco Industria SAS,Parque Industrial San Jorge,BIBLIOTECA PÚBLICA USAQUÉN SERVITÁ,860010451-1,DANIELA PEÑA,ambiental@casalimpia.com.co,CL 165 7 52,"BOGOTA, D. C.","BOGOTA, D. C.",4.741485,-74.024162,608222.4,524164.74,18N
